	Depth（nm）	Load（mN）			Depth（nm）	Load（mN）			Depth（nm）	Load（mN）				点位	时间	Depth（nm）	Load（mN）			Depth（nm）	Load1（mN）	Load2（mN）	Load3（mN）
51.317927	6903.340329	400.47127		51.765305	4769.069791	395.39178		51.429654	6393.212106	398.79851				1#	52.56041	6889.977356	388.05201		52.56041	6889.977356	388.05201	388.34323	388.34323
51.372452	6902.627253	399.92719		51.820329	4768.46848	394.82642		51.483899	6392.457316	398.25806				1#	52.615829	6889.324371	387.50015		52.615829	6889.324371	387.50015	387.79515	387.79515
51.42636	6902.446249	399.38881		51.874852	4767.798292	394.28306		51.538087	6391.884232	397.71744				1#	52.670389	6887.700554	386.95133		52.670389	6887.700554	386.95133	387.25574	387.25574
51.481779	6901.774028	398.83774		51.928992	4766.808914	393.74277		51.592985	6391.34405	397.16103				1#	52.725221	6887.114701	386.40109		52.725221	6887.114701	386.40109	386.71264	386.71264
51.535862	6901.554349	398.29666		51.98305	4765.74714	393.19744		51.642051	6390.396083	396.63602				1#	52.779415	6886.683036	385.84578		52.779415	6886.683036	385.84578	386.16342	386.16342
51.589928	6900.934683	397.75392		52.038176	4765.595742	392.65036		51.694238	6389.675319	396.13592				1#	52.829914	6885.910548	385.32946		52.829914	6885.910548	385.32946	385.61142	385.61142
51.644455	6900.43252	397.21304		52.093551	4764.785339	392.09652		51.749351	6389.178539	395.6052				1#	52.885897	6885.5396	384.79677		52.885897	6885.5396	384.79677	385.06364	385.06364
51.695341	6899.487159	396.65856		52.148691	4764.30626	391.54385		51.803708	6388.498767	395.06274				1#	52.940738	6886.032766	384.24593		52.940738	6886.032766	384.24593	384.48371	384.48371
51.750278	6899.246871	396.16001		52.20337	4763.893313	391.00372		51.858257	6387.734867	394.51216				1#	52.995147	6885.353766	383.7084		52.995147	6885.353766	383.7084	383.93033	383.93033
51.803384	6898.917621	395.60695		52.252427	4762.999724	390.46096		51.911946	6387.09024	393.97495				1#	53.050564	6884.418109	383.15239		53.050564	6884.418109	383.15239	383.39273	383.39273
51.853945	6898.553127	395.08906		52.304166	4761.974559	389.96822		51.966484	6386.201269	393.43876				1#	53.105077	6883.921321	382.59974		53.105077	6883.921321	382.59974	382.86418	382.86418
51.907897	6897.800629	394.57228		52.358328	4761.635737	389.44886		52.021158	6385.91226	392.88538				1#	53.16008	6882.790269	382.05118		53.16008	6882.790269	382.05118	382.35131	382.35131
51.962411	6896.952546	394.02821		52.412621	4760.696566	388.90267		52.075951	6385.004371	392.33562				1#	53.215851	6881.401282	381.49619		53.215851	6881.401282	381.49619	381.80516	381.80516
52.016306	6896.168446	393.4882		52.46844	4760.184292	388.34323		52.129992	6384.367965	391.79713				1#	53.269701	6881.187701	380.94996		53.269701	6881.187701	380.94996	381.25143	381.25143
52.072063	6895.496601	392.93955		52.523122	4759.420224	387.79515		52.185329	6383.772033	391.24657				1#	53.319224	6880.417209	380.42722		53.319224	6880.417209	380.42722	380.72264	380.72264
52.126904	6895.17695	392.38299		52.577353	4758.580885	387.25574		52.239348	6382.910224	390.69548				1#	53.374325	6879.840675	379.90967		53.374325	6879.840675	379.90967	380.2234	380.2234
52.178028	6894.353144	391.8287		52.631655	4758.002103	386.71264		52.289786	6382.104918	390.16026				1#	53.427753	6879.558069	379.37279		53.427753	6879.558069	379.37279	379.68996	379.68996
52.230659	6893.679487	391.32691		52.686764	4757.41908	386.16342		52.344176	6381.561056	389.64599				1#	53.48186	6878.864521	378.83564		53.48186	6878.864521	378.83564	379.14363	379.14363
52.284494	6893.220713	390.80879		52.741596	4756.824826	385.61142		52.399516	6380.895974	389.10593				1#	53.537176	6878.894149	378.28518		53.537176	6878.894149	378.28518	378.60284	378.60284
52.340745	6892.843792	390.25121		52.796377	4756.23938	385.06364		52.454458	6379.960091	388.55205				1#	53.591522	6878.783075	377.73773		53.591522	6878.783075	377.73773	378.05208	378.05208
52.396279	6892.21114	389.70869		52.854495	4755.37569	384.48371		52.509759	6379.00068	387.99885				1#	53.645355	6878.233311	377.19628		53.645355	6878.233311	377.19628	377.50184	377.50184
52.450957	6891.633963	389.14996		52.909761	4754.76025	383.93033		52.564161	6378.612147	387.45516				1#	53.700588	6877.286739	376.65189		53.700588	6877.286739	376.65189	376.95386	376.95386
52.505745	6890.845034	388.59602		52.962936	4753.920655	383.39273		52.618773	6377.922179	386.91084				1#	53.755059	6876.49451	376.10364		53.755059	6876.49451	376.10364	376.40175	376.40175
52.56041	6889.977356	388.05201		53.012856	4753.371888	382.86418		52.673746	6377.125264	386.36073				1#	53.809045	6876.325326	375.55617		53.809045	6876.325326	375.55617	375.85043	375.85043
52.615829	6889.324371	387.50015		53.067605	4753.035566	382.35131		52.728439	6376.366827	385.81046				1#	53.858726	6874.791681	375.02568		53.858726	6874.791681	375.02568	375.30821	375.30821
52.670389	6887.700554	386.95133		53.122122	4751.851462	381.80516		52.78331	6375.593708	385.26268				1#	53.910698	6874.196426	374.52812		53.910698	6874.196426	374.52812	374.77668	374.77668
52.725221	6887.114701	386.40109		53.177164	4751.301333	381.25143		52.836845	6375.06	384.72661				1#	53.965908	6872.859078	373.99636		53.965908	6872.859078	373.99636	374.26211	374.26211
52.779415	6886.683036	385.84578		53.226579	4750.230242	380.72264		52.891987	6374.395925	384.17607				1#	54.020221	6872.861513	373.45328		54.020221	6872.861513	373.45328	373.71335	373.71335
52.829914	6885.910548	385.32946		53.280028	4749.168708	380.2234		52.947072	6373.59338	383.62855				1#	54.075065	6872.285401	372.90385		54.075065	6872.285401	372.90385	373.17721	373.17721
52.885897	6885.5396	384.79677		53.333578	4748.430741	379.68996		53.002289	6373.304638	383.07743				1#	54.129566	6871.474468	372.35587		54.129566	6871.474468	372.35587	372.66737	372.66737
52.940738	6886.032766	384.24593		53.388398	4747.886523	379.14363		53.057035	6372.020844	382.52624				1#	54.185463	6870.6513	371.80339		54.185463	6870.6513	371.80339	372.11994	372.11994
52.995147	6885.353766	383.7084		53.442832	4747.084958	378.60284		53.110754	6371.264737	381.98698				1#	54.240022	6870.281196	371.25222		54.240022	6870.281196	371.25222	371.57734	371.57734
53.050564	6884.418109	383.15239		53.498002	4746.691636	378.05208		53.165383	6370.288773	381.44364				1#	54.295699	6869.318317	370.69667		54.295699	6869.318317	370.69667	371.01549	371.01549
53.105077	6883.921321	382.59974		53.552561	4745.633993	377.50184		53.217011	6370.063718	380.9014				1#	54.350146	6868.735617	370.15208		54.350146	6868.735617	370.15208	370.46148	370.46148
53.16008	6882.790269	382.05118		53.607769	4745.065164	376.95386		53.273401	6369.304901	380.36113				1#	54.403432	6867.996315	369.61273		54.403432	6867.996315	369.61273	369.91564	369.91564
53.215851	6881.401282	381.49619		53.662855	4744.29154	376.40175		53.328894	6368.443527	379.80744				1#	54.45201	6867.812929	369.08596		54.45201	6867.812929	369.08596	369.36456	369.36456
53.269701	6881.187701	380.94996		53.717747	4742.851872	375.85043		53.383386	6367.56664	379.26701				1#	54.5015	6867.191083	368.59562		54.5015	6867.191083	368.59562	368.81675	368.81675
53.319224	6880.417209	380.42722		53.771399	4742.969732	375.30821		53.438567	6366.880644	378.71706				1#	54.552252	6866.220264	368.09817		54.552252	6866.220264	368.09817	368.2609	368.2609
53.374325	6879.840675	379.90967		53.821443	4741.974922	374.77668		53.493948	6366.145665	378.16258				1#	54.606251	6865.75013	367.58953		54.606251	6865.75013	367.58953	367.71258	367.71258
53.427753	6879.558069	379.37279		53.876689	4741.242832	374.26211		53.549134	6365.520277	377.60737				1#	54.661427	6864.937438	367.03727		54.661427	6864.937438	367.03727	367.17719	367.17719
53.48186	6878.864521	378.83564		53.930881	4740.35678	373.71335		53.604783	6364.789174	377.05296				1#	54.715974	6864.28812	366.49433		54.715974	6864.28812	366.49433	366.65097	366.65097
53.537176	6878.894149	378.28518		53.981288	4739.795872	373.17721		53.659473	6364.038327	376.50485				1#	54.770367	6863.578867	365.95079		54.770367	6863.578867	365.95079	366.11274	366.11274
53.591522	6878.783075	377.73773		54.035954	4739.146483	372.66737		53.713846	6362.905571	375.96102				1#	54.825306	6863.090709	365.40155		54.825306	6863.090709	365.40155	365.56683	365.56683
53.645355	6878.233311	377.19628		54.090876	4738.206377	372.11994		53.769537	6362.155442	375.40419				1#	54.879421	6862.078555	364.85669		54.879421	6862.078555	364.85669	365.00955	365.00955
53.700588	6877.286739	376.65189		54.145531	4737.407826	371.57734		53.824521	6362.651115	374.84959				1#	54.935275	6861.254414	364.30485		54.935275	6861.254414	364.30485	364.46167	364.46167
53.755059	6876.49451	376.10364		54.201542	4736.365467	371.01549		53.879056	6361.897018	374.30584				1#	54.989645	6860.683055	363.75483		54.989645	6860.683055	363.75483	363.90737	363.90737
53.809045	6876.325326	375.55617		54.256866	4735.802065	370.46148		53.934797	6361.093236	373.75153				1#	55.04448	6860.427608	363.20869		55.04448	6860.427608	363.20869	363.35189	363.35189
53.858726	6874.791681	375.02568		54.311534	4735.180573	369.91564		53.99057	6359.470639	373.19101				1#	55.100296	6859.468029	362.65318		55.100296	6859.468029	362.65318	362.82709	362.82709
53.910698	6874.196426	374.52812		54.366471	4734.169194	369.36456		54.045846	6358.716926	372.63616				1#	55.15409	6858.871404	362.10449		55.15409	6858.871404	362.10449	362.30296	362.30296
53.965908	6872.859078	373.99636		54.421843	4733.377071	368.81675		54.100025	6358.251708	372.09746				1#	55.204061	6858.480486	361.57515		55.204061	6858.480486	361.57515	361.7502	361.7502
54.020221	6872.861513	373.45328		54.476902	4732.06397	368.2609		54.154511	6357.273605	371.54777				1#	55.258624	6857.580625	361.0655		55.258624	6857.580625	361.0655	361.19757	361.19757
54.075065	6872.285401	372.90385		54.530581	4731.908098	367.71258		54.209116	6356.78561	371.00632				1#	55.312448	6857.053851	360.53039		55.312448	6857.053851	360.53039	360.65167	360.65167
54.129566	6871.474468	372.35587		54.583621	4731.187585	367.17719		54.262647	6355.687256	370.46531				1#	55.366992	6856.305873	359.98661		55.366992	6856.305873	359.98661	360.10921	360.10921
54.185463	6870.6513	371.80339		54.63765	4730.565417	366.65097		54.313245	6354.796372	369.9336				1#	55.422545	6855.78506	359.42797		55.422545	6855.78506	359.42797	359.56659	359.56659
54.240022	6870.281196	371.25222		54.691493	4729.444369	366.11274		54.367827	6354.488387	369.41183				1#	55.477167	6854.907124	358.88092		55.477167	6854.907124	358.88092	359.00967	359.00967
54.295699	6869.318317	370.69667		54.746862	4728.973323	365.56683		54.419278	6353.930424	368.8767				1#	55.530914	6854.646205	358.32815		55.530914	6854.646205	358.32815	358.4621	358.4621
54.350146	6868.735617	370.15208		54.802266	4728.107983	365.00955		54.473982	6353.316218	368.35713				1#	55.582794	6854.538982	357.80505		55.582794	6854.538982	357.80505	357.92203	357.92203
54.403432	6867.996315	369.61273		54.858266	4727.911021	364.46167		54.528901	6352.69654	367.80728				1#	55.637774	6853.998972	357.27309		55.637774	6853.998972	357.27309	357.3652	357.3652
54.45201	6867.812929	369.08596		54.912326	4726.426389	363.90737		54.583719	6351.50176	367.26219				1#	55.691757	6852.820119	356.72772		55.691757	6852.820119	356.72772	356.81948	356.81948
54.5015	6867.191083	368.59562		54.965905	4725.527151	363.35189		54.638967	6351.221039	366.7067				1#	55.742319	6852.493526	356.19662		55.742319	6852.493526	356.19662	356.2774	356.2774
54.552252	6866.220264	368.09817		55.018382	4725.282142	362.82709		54.6949	6351.360332	366.14545				1#	55.796777	6851.856192	355.68656		55.796777	6851.856192	355.68656	355.73538	355.73538
54.606251	6865.75013	367.58953		55.072309	4724.448233	362.30296		54.749382	6351.078671	365.60514				1#	55.85284	6851.404758	355.13617		55.85284	6851.404758	355.13617	355.20017	355.20017
54.661427	6864.937438	367.03727		55.128365	4723.513376	361.7502		54.804232	6349.938932	365.06421				1#	55.907702	6850.828395	354.57637		55.907702	6850.828395	354.57637	354.68007	354.68007
54.715974	6864.28812	366.49433		55.182844	4722.438392	361.19757		54.858752	6349.508291	364.50827				1#	55.963357	6850.144913	354.03668		55.963357	6850.144913	354.03668	354.12808	354.12808
54.770367	6863.578867	365.95079		55.237599	4721.979315	360.65167		54.912998	6348.743538	363.96796				1#	56.014229	6849.404379	353.47094		56.014229	6849.404379	353.47094	353.57677	353.57677
54.825306	6863.090709	365.40155		55.291848	4721.087957	360.10921		54.968775	6348.257248	363.41272				1#	56.066579	6848.479707	352.97238		56.066579	6848.479707	352.97238	353.03423	353.03423
54.879421	6862.078555	364.85669		55.346369	4720.518715	359.56659		55.022975	6347.343983	362.86694				1#	56.121226	6848.005245	352.44184		56.121226	6848.005245	352.44184	352.47292	352.47292
54.935275	6861.254414	364.30485		55.401692	4719.610499	359.00967		55.077786	6346.299754	362.31765				1#	56.175139	6847.083334	351.90144		56.175139	6847.083334	351.90144	351.91596	351.91596
54.989645	6860.683055	363.75483		55.456672	4719.593094	358.4621		55.131889	6345.148131	361.77987				1#	56.229442	6846.520872	351.35869		56.229442	6846.520872	351.35869	351.35332	351.35332
55.04448	6860.427608	363.20869		55.511088	4718.043985	357.92203		55.186505	6344.394715	361.23006				1#	56.284143	6845.551908	350.81103		56.284143	6845.551908	350.81103	350.79704	350.79704
55.100296	6859.468029	362.65318		55.566172	4717.020846	357.3652		55.240285	6344.137068	360.6875				1#	56.338883	6844.936285	350.26387		56.338883	6844.936285	350.26387	350.25683	350.25683
55.15409	6858.871404	362.10449		55.620731	4716.423709	356.81948		55.289515	6343.058182	360.1605				1#	56.387494	6844.182543	349.73534		56.387494	6844.182543	349.73534	349.71434	349.71434
55.204061	6858.480486	361.57515		55.675221	4715.638342	356.2774		55.342554	6342.205258	359.6519				1#	56.439996	6843.894295	349.23669		56.439996	6843.894295	349.23669	349.20227	349.20227
55.258624	6857.580625	361.0655		55.728753	4714.834877	355.73538		55.397347	6341.501995	359.12185				1#	56.495509	6842.993929	348.69682		56.495509	6842.993929	348.69682	348.66138	348.66138
55.312448	6857.053851	360.53039		55.779979	4713.95656	355.20017		55.451933	6340.869782	358.57723				1#	56.55069	6841.958175	348.14963		56.55069	6841.958175	348.14963	348.12128	348.12128
55.366992	6856.305873	359.98661		55.834857	4713.368485	354.68007		55.506939	6340.394782	358.02787				1#	56.606511	6841.209173	347.59914		56.606511	6841.209173	347.59914	347.57657	347.57657
55.422545	6855.78506	359.42797		55.89004	4712.049251	354.12808		55.561177	6339.761512	357.48569				1#	56.66049	6840.999995	347.04869		56.66049	6840.999995	347.04869	347.02287	347.02287
55.477167	6854.907124	358.88092		55.945305	4711.531249	353.57677		55.615624	6338.812213	356.94622				1#	56.714204	6840.329646	346.51007		56.714204	6840.329646	346.51007	346.47021	346.47021
55.530914	6854.646205	358.32815		56.000947	4710.69268	353.03423		55.669604	6338.179896	356.40011				1#	56.769825	6839.526014	345.95958		56.769825	6839.526014	345.95958	345.93338	345.93338
55.582794	6854.538982	357.80505		56.056149	4710.174146	352.47292		55.725198	6337.460363	355.84536				1#	56.823925	6838.788308	345.41691		56.823925	6838.788308	345.41691	345.38633	345.38633
55.637774	6853.998972	357.27309		56.111608	4709.038594	351.91596		55.780421	6336.381499	355.29811				1#	56.878787	6838.084234	344.86591		56.878787	6838.084234	344.86591	344.8269	344.8269
55.691757	6852.820119	356.72772		56.168217	4708.319012	351.35332		55.835842	6335.558645	354.73939				1#	56.933725	6837.236915	344.31743		56.933725	6837.236915	344.31743	344.28879	344.28879
55.742319	6852.493526	356.19662		56.222951	4707.718428	350.79704		55.889326	6334.704468	354.20052				1#	56.988166	6836.890014	343.77783		56.988166	6836.890014	343.77783	343.74107	343.74107
55.796777	6851.856192	355.68656		56.277947	4706.757974	350.25683		55.94337	6334.160468	353.66305				1#	57.042603	6836.143544	343.22653		57.042603	6836.143544	343.22653	343.20163	343.20163
55.85284	6851.404758	355.13617		56.327415	4706.480392	349.71434		55.998003	6333.634404	353.1192				1#	57.097931	6835.334587	342.67475		57.097931	6835.334587	342.67475	342.70046	342.70046
55.907702	6850.828395	354.57637		56.382536	4705.245828	349.20227		56.052427	6332.621093	352.57395				1#	57.148684	6834.507677	342.13801		57.148684	6834.507677	342.13801	342.16153	342.16153
55.963357	6850.144913	354.03668		56.436619	4704.926846	348.66138		56.107169	6332.726996	352.02391				1#	57.198922	6833.708234	341.63312		57.198922	6833.708234	341.63312	341.61489	341.61489
56.014229	6849.404379	353.47094		56.490616	4704.243201	348.12128		56.161509	6332.472753	351.48121				1#	57.253977	6832.551787	341.11413		57.253977	6832.551787	341.11413	341.07344	341.07344
56.066579	6848.479707	352.97238		56.545723	4703.643743	347.57657		56.216673	6331.551397	350.93356				1#	57.309794	6831.429586	340.55578		57.309794	6831.429586	340.55578	340.5254	340.5254
56.121226	6848.005245	352.44184		56.600406	4702.268607	347.02287		56.268336	6331.404452	350.39273				1#	57.36461	6830.678872	340.00819		57.36461	6830.678872	340.00819	339.97143	339.97143
